Order_ID,Order_Date,Product_Name,Category,Region,Sales_Channel,Units_Sold,Unit_Price,Revenue,Customer_ID
ORD-100588,2025-09-25,Leather Journal,Books & Stationery,East,Online,2,22.5,45.0,CUST-1312
ORD-100589,2025-06-24,Air Fryer,Home & Kitchen,South,Online,2,105.17,210.34,CUST-1207
ORD-100590,2026-01-19,Perfume,Beauty & Personal Care,West,Affiliate,1,63.44,63.44,CUST-1046
ORD-100591,2024-06-29,Camping Tent,Sports & Outdoors,East,Online,3,133.68,401.04,CUST-1336
ORD-100592,2025-12-22,Leather Jacket,Fashion,West,In-Store,2,163.11,326.22,CUST-1307
ORD-100593,2025-11-03,Makeup Kit,Beauty & Personal Care,North,In-Store,2,49.24,98.48,CUST-1259
ORD-100594,2025-05-27,Designer Jeans,Fashion,West,Online,3,81.96,245.88,CUST-1243
ORD-100595,2025-09-26,Leather Journal,Books & Stationery,West,Wholesale,49,20.36,997.64,CUST-1046
ORD-100596,2026-02-01,Water Bottle,Sports & Outdoors,West,Online,2,15.8,31.6,CUST-1131
ORD-100597,2025-06-25,Coffee Maker,Home & Kitchen,South,Online,1,92.59,92.59,CUST-1254
ORD-100598,2025-03-30,Leather Jacket,Fashion,North,Online,2,198.54,397.08,CUST-1151
ORD-100599,2025-08-20,Winter Coat,Fashion,North,Wholesale,24,150.27,3606.48,CUST-1228
ORD-100600,2024-06-03,Smartwatch,Electronics,East,Online,2,204.3,408.6,CUST-1116
ORD-100601,2024-09-27,Makeup Kit,Beauty & Personal Care,East,Online,2,47.08,94.16,CUST-1185
ORD-100602,2024-12-29,Running Shoes,Fashion,South,Online,2,114.78,229.56,CUST-1021
ORD-100603,2024-05-13,Designer Jeans,Fashion,North,Online,5,88.9,444.5,CUST-1397
ORD-100604,2025-11-09,Hiking Backpack,Sports & Outdoors,North,Online,3,88.76,266.28,CUST-1214
ORD-100605,2025-04-24,Coffee Maker,Home & Kitchen,South,Online,2,90.85,181.7,CUST-1366
ORD-100606,2025-01-21,Water Bottle,Sports & Outdoors,South,Online,4,18.86,75.44,CUST-1348
ORD-100607,2025-06-03,Sunglasses,Fashion,East,Online,1,64.22,64.22,CUST-1342
ORD-100608,2024-01-16,Smartphone,Electronics,North,Online,1,725.8,725.8,CUST-1101
ORD-100609,2024-08-13,Bluetooth Speaker,Electronics,South,Affiliate,3,69.01,207.03,CUST-1368
ORD-100610,2024-11-01,Smartphone,Electronics,West,In-Store,1,712.32,712.32,CUST-1278
ORD-100611,2024-06-19,Essential Oil Diffuser,Beauty & Personal Care,South,Online,2,25.46,50.92,CUST-1145
ORD-100612,2024-11-10,Smartphone,Electronics,East,In-Store,2,764.17,1528.34,CUST-1219
ORD-100613,2025-04-25,Laptop,Electronics,South,In-Store,3,904.13,2712.39,CUST-1093
ORD-100614,2025-03-04,Smartphone,Electronics,East,Online,2,717.89,1435.78,CUST-1300
ORD-100615,2025-01-04,Water Bottle,Sports & Outdoors,North,In-Store,3,17.8,53.4,CUST-1308
ORD-100616,2025-01-08,Makeup Kit,Beauty & Personal Care,North,Online,5,55.79,278.95,CUST-1150
ORD-100617,2026-04-29,Fitness Tracker,Sports & Outdoors,East,Online,2,62.59,125.18,CUST-1179
ORD-100618,2024-09-09,Hair Dryer,Beauty & Personal Care,East,Online,2,76.69,153.38,CUST-1332
ORD-100619,2025-09-29,Desk Organizer,Books & Stationery,West,Affiliate,1,31.74,31.74,CUST-1213
ORD-100620,2024-03-25,Skincare Gift Set,Beauty & Personal Care,South,Online,2,48.17,96.34,CUST-1362
ORD-100621,2024-12-17,Coffee Maker,Home & Kitchen,North,In-Store,1,91.5,91.5,CUST-1346
ORD-100622,2026-03-23,Blender,Home & Kitchen,South,Online,2,57.09,114.18,CUST-1346
ORD-100623,2026-04-04,Hair Dryer,Beauty & Personal Care,North,Online,1,65.39,65.39,CUST-1100
ORD-100624,2026-01-27,Smartphone,Electronics,North,Online,2,751.36,1502.72,CUST-1330
ORD-100625,2024-09-05,Sci-Fi Novel,Books & Stationery,South,Affiliate,1,14.9,14.9,CUST-1354
ORD-100626,2024-08-12,Designer Jeans,Fashion,West,In-Store,4,87.22,348.88,CUST-1152
ORD-100627,2025-03-04,Fountain Pen,Books & Stationery,West,In-Store,3,41.75,125.25,CUST-1210
ORD-100628,2025-05-13,Smart TV,Electronics,North,Online,1,616.36,616.36,CUST-1033
ORD-100629,2024-12-10,Sci-Fi Novel,Books & Stationery,West,Wholesale,57,13.22,753.54,CUST-1038
ORD-100630,2024-10-13,Leather Journal,Books & Stationery,West,Online,1,22.13,22.13,CUST-1014
ORD-100631,2025-05-30,Bluetooth Speaker,Electronics,West,Online,1,75.96,75.96,CUST-1376
ORD-100632,2026-03-30,Makeup Kit,Beauty & Personal Care,East,In-Store,4,62.14,248.56,CUST-1108
ORD-100633,2024-11-25,Wireless Headphones,Electronics,South,Online,1,130.97,130.97,CUST-1266
ORD-100634,2024-10-24,Makeup Kit,Beauty & Personal Care,West,Online,4,55.99,223.96,CUST-1072
ORD-100635,2024-11-03,Desk Organizer,Books & Stationery,West,Wholesale,35,23.03,806.05,CUST-1150
ORD-100636,2025-10-30,Cookware Set,Home & Kitchen,North,Online,1,150.62,150.62,CUST-1182
ORD-100637,2024-07-27,Bluetooth Speaker,Electronics,West,Online,2,68.55,137.1,CUST-1185
ORD-100638,2024-04-08,Desk Organizer,Books & Stationery,East,Online,1,32.44,32.44,CUST-1381
ORD-100639,2025-01-18,Smartphone,Electronics,West,Wholesale,28,662.57,18551.96,CUST-1357
ORD-100640,2025-09-03,Air Fryer,Home & Kitchen,East,Online,3,91.86,275.58,CUST-1209
ORD-100641,2026-01-01,Coffee Maker,Home & Kitchen,North,Wholesale,41,77.27,3168.07,CUST-1009
ORD-100642,2025-06-29,Self-Help Best Seller,Books & Stationery,North,Online,1,22.55,22.55,CUST-1173
ORD-100643,2024-05-31,Ergonomic Chair,Home & Kitchen,East,Online,1,195.59,195.59,CUST-1089
ORD-100644,2025-11-18,Fountain Pen,Books & Stationery,West,Online,3,46.23,138.69,CUST-1326
ORD-100645,2025-09-12,Desk Organizer,Books & Stationery,East,Online,1,31.24,31.24,CUST-1282
ORD-100646,2024-01-01,Desk Organizer,Books & Stationery,East,Wholesale,47,22.9,1076.3,CUST-1177
ORD-100647,2025-11-29,Wireless Headphones,Electronics,West,Wholesale,49,123.97,6074.53,CUST-1115
ORD-100648,2024-09-26,Perfume,Beauty & Personal Care,North,Online,1,70.88,70.88,CUST-1337
ORD-100649,2024-02-19,Winter Coat,Fashion,South,In-Store,1,147.48,147.48,CUST-1386
ORD-100650,2025-12-02,Laptop,Electronics,West,In-Store,5,977.54,4887.7,CUST-1371
ORD-100651,2026-01-22,Winter Coat,Fashion,South,Online,2,142.77,285.54,CUST-1191
ORD-100652,2026-02-03,Fountain Pen,Books & Stationery,North,Online,4,34.99,139.96,CUST-1093
ORD-100653,2024-04-02,Perfume,Beauty & Personal Care,North,Wholesale,57,71.84,4094.88,CUST-1272
ORD-100654,2026-04-27,Sunglasses,Fashion,South,In-Store,1,65.38,65.38,CUST-1324
ORD-100655,2025-06-11,Air Fryer,Home & Kitchen,North,Online,1,107.11,107.11,CUST-1264
ORD-100656,2026-04-11,Self-Help Best Seller,Books & Stationery,South,In-Store,4,16.33,65.32,CUST-1326
ORD-100657,2024-04-06,Fitness Tracker,Sports & Outdoors,East,Online,2,57.26,114.52,CUST-1283
ORD-100658,2024-04-15,Fitness Tracker,Sports & Outdoors,West,Online,3,79.82,239.46,CUST-1055
ORD-100659,2025-09-16,Winter Coat,Fashion,North,In-Store,3,147.05,441.15,CUST-1078
ORD-100660,2025-05-13,Self-Help Best Seller,Books & Stationery,West,Affiliate,2,19.27,38.54,CUST-1105
ORD-100661,2025-04-14,Designer Jeans,Fashion,North,Wholesale,57,83.06,4734.42,CUST-1284
ORD-100662,2025-04-18,Robotic Vacuum,Home & Kitchen,West,Wholesale,34,253.04,8603.36,CUST-1327
ORD-100663,2025-01-03,Ergonomic Chair,Home & Kitchen,East,Online,1,207.77,207.77,CUST-1021
ORD-100664,2025-02-16,Air Fryer,Home & Kitchen,North,Affiliate,1,106.1,106.1,CUST-1246
ORD-100665,2024-05-01,Leather Journal,Books & Stationery,West,Online,2,28.43,56.86,CUST-1056
ORD-100666,2026-03-30,Perfume,Beauty & Personal Care,North,Affiliate,1,63.55,63.55,CUST-1015
ORD-100667,2025-05-06,Self-Help Best Seller,Books & Stationery,North,Wholesale,57,16.22,924.54,CUST-1272
ORD-100668,2025-11-29,Water Bottle,Sports & Outdoors,East,Wholesale,59,15.16,894.44,CUST-1205
ORD-100669,2025-08-12,Coffee Maker,Home & Kitchen,North,Online,3,83.34,250.02,CUST-1149
ORD-100670,2026-03-10,Smartwatch,Electronics,South,Online,1,205.9,205.9,CUST-1044
ORD-100671,2024-04-06,Casual T-Shirt,Fashion,West,Affiliate,3,29.55,88.65,CUST-1035
ORD-100672,2025-09-12,Air Fryer,Home & Kitchen,South,In-Store,1,111.17,111.17,CUST-1086
ORD-100673,2026-03-16,Sci-Fi Novel,Books & Stationery,East,In-Store,2,15.05,30.1,CUST-1096
ORD-100674,2024-06-17,Coffee Maker,Home & Kitchen,South,Affiliate,3,92.5,277.5,CUST-1060
ORD-100675,2024-09-26,Self-Help Best Seller,Books & Stationery,South,In-Store,2,16.18,32.36,CUST-1208
ORD-100676,2024-04-06,Running Shoes,Fashion,West,In-Store,2,109.27,218.54,CUST-1061
ORD-100677,2025-10-28,Fountain Pen,Books & Stationery,South,Online,2,46.01,92.02,CUST-1012
ORD-100678,2024-09-27,Dumbbells,Sports & Outdoors,South,Online,1,36.8,36.8,CUST-1100
ORD-100679,2024-06-24,Leather Journal,Books & Stationery,West,Online,2,20.8,41.6,CUST-1215
ORD-100680,2024-08-16,Smartphone,Electronics,North,Online,1,712.31,712.31,CUST-1305
ORD-100681,2025-01-02,Running Shoes,Fashion,South,Wholesale,38,82.62,3139.56,CUST-1073
ORD-100682,2025-07-07,Water Bottle,Sports & Outdoors,North,Online,3,20.98,62.94,CUST-1222
ORD-100683,2025-02-07,Robotic Vacuum,Home & Kitchen,East,Online,1,252.47,252.47,CUST-1246
ORD-100684,2025-06-14,Designer Jeans,Fashion,South,Affiliate,2,93.82,187.64,CUST-1180
ORD-100685,2024-05-10,Running Shoes,Fashion,North,,1,107.06,107.06,CUST-1130
ORD-100686,2025-10-27,Robotic Vacuum,Home & Kitchen,South,In-Store,3,289.55,868.65,CUST-1399
ORD-100687,2026-04-09,Smart TV,Electronics,South,In-Store,2,600.99,1201.98,CUST-1156
ORD-100688,2025-05-01,Yoga Mat,Sports & Outdoors,South,Online,1,28.28,28.28,CUST-1025
ORD-100689,2024-04-30,Robotic Vacuum,Home & Kitchen,South,Affiliate,2,276.56,553.12,CUST-1285
ORD-100690,2025-07-09,Bluetooth Speaker,Electronics,South,Online,1,72.36,72.36,CUST-1303
ORD-100691,2025-07-31,Skincare Gift Set,Beauty & Personal Care,West,In-Store,4,56.77,227.08,CUST-1045
ORD-100692,2024-11-17,Dumbbells,Sports & Outdoors,South,Affiliate,2,49.33,98.66,CUST-1191
ORD-100693,2024-12-21,Fitness Tracker,Sports & Outdoors,South,Online,1,74.46,74.46,CUST-1047
ORD-100694,2024-01-19,Cookware Set,Home & Kitchen,West,Online,2,123.52,247.04,CUST-1142
ORD-100695,2025-08-03,Perfume,Beauty & Personal Care,East,Online,1,63.56,63.56,CUST-1327
ORD-100696,2025-02-25,Casual T-Shirt,Fashion,South,Online,2,24.34,48.68,CUST-1293
ORD-100697,2024-12-29,Designer Jeans,Fashion,North,Online,1,96.42,96.42,CUST-1370
ORD-100698,2026-02-07,Camping Tent,Sports & Outdoors,South,In-Store,4,139.97,559.88,CUST-1337
ORD-100699,2024-07-15,Yoga Mat,Sports & Outdoors,South,Online,2,35.81,71.62,CUST-1382
ORD-100700,2025-10-13,Running Shoes,Fashion,West,Online,3,94.08,282.24,CUST-1007
ORD-100701,2026-03-14,Water Bottle,Sports & Outdoors,South,In-Store,3,21.57,64.71,CUST-1235
ORD-100702,2024-11-01,Yoga Mat,Sports & Outdoors,South,Wholesale,58,25.42,1474.36,CUST-1085
ORD-100703,2025-03-21,Winter Coat,Fashion,South,Online,1,157.63,157.63,CUST-1119
ORD-100704,2025-12-12,Sci-Fi Novel,Books & Stationery,East,Online,2,14.68,29.36,CUST-1219
ORD-100705,2026-04-04,Camping Tent,Sports & Outdoors,South,Wholesale,56,120.44,6744.64,CUST-1031
ORD-100706,2026-01-15,Coffee Maker,Home & Kitchen,West,Wholesale,43,74.83,3217.69,CUST-1286
ORD-100707,2025-07-29,Bluetooth Speaker,Electronics,East,Online,1,65.01,65.01,CUST-1290
ORD-100708,2025-03-10,Self-Help Best Seller,Books & Stationery,West,In-Store,4,17.65,70.6,CUST-1308
ORD-100709,2024-12-08,Coffee Maker,Home & Kitchen,West,In-Store,1,99.39,99.39,CUST-1088
ORD-100710,2024-07-28,Essential Oil Diffuser,Beauty & Personal Care,East,Online,1,27.0,27.0,CUST-1279
ORD-100711,2025-06-29,Designer Jeans,Fashion,South,In-Store,1,90.94,90.94,CUST-1284
ORD-100712,2024-09-15,Coffee Maker,Home & Kitchen,West,Affiliate,3,90.28,270.84,CUST-1081
ORD-100713,2024-09-14,Hair Dryer,Beauty & Personal Care,West,Online,2,75.52,151.04,CUST-1187
ORD-100714,2024-11-24,Perfume,Beauty & Personal Care,South,In-Store,1,79.45,79.45,CUST-1365
ORD-100715,2026-01-29,Hiking Backpack,Sports & Outdoors,West,Online,1,79.02,79.02,CUST-1387
ORD-100716,2024-01-11,Perfume,Beauty & Personal Care,North,Online,1,89.86,89.86,CUST-1218
ORD-100717,2025-05-01,Ergonomic Chair,Home & Kitchen,West,Wholesale,45,185.67,8355.15,CUST-1308
ORD-100718,2026-05-23,Camping Tent,Sports & Outdoors,West,Online,2,178.99,357.98,CUST-1324
ORD-100719,2026-01-25,Cookware Set,Home & Kitchen,South,In-Store,4,159.07,636.28,CUST-1367
ORD-100720,2025-07-23,Winter Coat,Fashion,North,Online,2,143.77,287.54,CUST-1100
ORD-100721,2025-11-13,Smartwatch,Electronics,North,Online,1,215.51,215.51,CUST-1395
ORD-100722,2026-04-27,Yoga Mat,Sports & Outdoors,South,Wholesale,17,26.41,448.97,CUST-1008
ORD-100723,2025-05-24,Laptop,Electronics,West,Online,1,975.61,975.61,CUST-1206
ORD-100724,2024-01-28,Fitness Tracker,Sports & Outdoors,South,Online,2,58.99,117.98,CUST-1272
ORD-100725,2026-05-05,Ergonomic Chair,Home & Kitchen,East,Online,1,224.21,224.21,CUST-1149
ORD-100726,2024-05-11,Smartphone,Electronics,South,Affiliate,1,750.45,750.45,CUST-1381
ORD-100727,2024-08-26,Blender,Home & Kitchen,West,Online,1,60.03,60.03,CUST-1184
ORD-100728,2025-06-22,Dumbbells,Sports & Outdoors,West,In-Store,2,44.64,89.28,CUST-1113
ORD-100729,2026-01-23,Smartphone,Electronics,West,In-Store,4,754.96,3019.84,CUST-1185
ORD-100730,2026-05-04,Fitness Tracker,Sports & Outdoors,North,Online,2,59.33,118.66,CUST-1332
ORD-100731,2025-02-06,Winter Coat,Fashion,West,In-Store,5,136.44,682.2,CUST-1299
ORD-100732,2024-01-07,Makeup Kit,Beauty & Personal Care,South,Online,5,53.51,267.55,CUST-1041
ORD-100733,2024-10-23,Hair Dryer,Beauty & Personal Care,South,Online,3,63.8,191.4,CUST-1391
ORD-100734,2026-01-12,Sci-Fi Novel,Books & Stationery,North,Online,3,17.59,52.77,CUST-1184
ORD-100735,2025-07-27,Essential Oil Diffuser,Beauty & Personal Care,West,In-Store,1,25.26,25.26,CUST-1096
ORD-100736,2025-03-21,Smartphone,Electronics,South,In-Store,4,747.69,2990.76,CUST-1070
ORD-100737,2024-08-06,Desk Organizer,Books & Stationery,South,Wholesale,19,25.09,476.71,CUST-1119
ORD-100738,2026-02-27,Leather Journal,Books & Stationery,West,In-Store,2,22.78,45.56,CUST-1276
ORD-100739,2024-08-14,Air Fryer,Home & Kitchen,South,Online,1,103.18,103.18,CUST-1171
ORD-100740,2024-07-02,Fountain Pen,Books & Stationery,North,,1,35.16,35.16,CUST-1321
ORD-100741,2024-04-27,Leather Jacket,Fashion,North,Online,1,197.11,197.11,CUST-1062
ORD-100742,2025-07-27,Bluetooth Speaker,Electronics,North,Affiliate,1,79.9,79.9,CUST-1038
ORD-100743,2025-07-01,Dumbbells,Sports & Outdoors,South,Online,2,38.22,76.44,CUST-1195
ORD-100744,2024-11-02,Hair Dryer,Beauty & Personal Care,East,In-Store,1,52.71,52.71,CUST-1343
ORD-100745,2025-12-15,Smart TV,Electronics,West,Online,1,617.34,617.34,CUST-1187
ORD-100746,2025-02-22,Cookware Set,Home & Kitchen,North,Online,3,152.39,457.17,CUST-1009
ORD-100747,2024-02-16,Desk Organizer,Books & Stationery,West,Affiliate,2,30.12,60.24,CUST-1017
ORD-100748,2025-11-09,Sunglasses,Fashion,East,In-Store,1,63.49,63.49,CUST-1037
ORD-100749,2025-05-25,Smartwatch,Electronics,East,Affiliate,1,206.21,206.21,CUST-1219
ORD-100750,2025-04-12,Smartphone,Electronics,East,Online,1,732.09,732.09,CUST-1303
ORD-100751,2025-02-07,Yoga Mat,Sports & Outdoors,North,Online,4,30.29,121.16,CUST-1107
ORD-100752,2024-06-26,Fitness Tracker,Sports & Outdoors,South,Online,2,65.41,130.82,CUST-1121
ORD-100753,2024-01-17,Leather Journal,Books & Stationery,West,Online,2,27.15,54.3,CUST-1161
ORD-100754,2025-12-10,Hair Dryer,Beauty & Personal Care,South,Wholesale,28,49.59,1388.52,CUST-1325
ORD-100755,2025-11-20,Blender,Home & Kitchen,South,Online,1,52.67,52.67,CUST-1092
ORD-100756,2025-11-18,Hair Dryer,Beauty & Personal Care,East,In-Store,1,53.76,53.76,CUST-1210
ORD-100757,2024-11-20,Wireless Headphones,Electronics,North,Online,5,140.17,700.85,CUST-1258
ORD-100758,2024-11-19,Fountain Pen,Books & Stationery,West,Online,1,35.33,35.33,CUST-1301
ORD-100759,2026-04-25,Leather Journal,Books & Stationery,North,Online,3,21.82,65.46,CUST-1248
ORD-100760,2025-08-11,Fitness Tracker,Sports & Outdoors,South,Online,1,70.79,70.79,CUST-1322
ORD-100761,2024-08-14,Water Bottle,Sports & Outdoors,East,Online,1,21.92,21.92,CUST-1267
ORD-100762,2024-12-18,Smartwatch,Electronics,North,Online,1,228.4,228.4,CUST-1217
ORD-100763,2024-04-26,Leather Jacket,Fashion,East,Online,1,185.71,185.71,CUST-1326
ORD-100764,2025-03-22,Yoga Mat,Sports & Outdoors,West,Online,1,25.78,25.78,CUST-1144
ORD-100765,2024-03-31,Self-Help Best Seller,Books & Stationery,West,Online,2,22.19,44.38,CUST-1348
ORD-100766,2025-08-06,Yoga Mat,Sports & Outdoors,East,Online,3,31.87,95.61,CUST-1373
ORD-100767,2026-01-24,Leather Jacket,Fashion,West,In-Store,1,171.59,171.59,CUST-1309
ORD-100768,2024-12-23,Camping Tent,Sports & Outdoors,North,Online,4,161.68,646.72,CUST-1091
ORD-100769,2024-06-29,Water Bottle,Sports & Outdoors,South,In-Store,1,15.74,15.74,CUST-1006
ORD-100770,2024-07-05,Sci-Fi Novel,Books & Stationery,South,Affiliate,2,18.65,37.3,CUST-1047
ORD-100771,2024-12-16,Perfume,Beauty & Personal Care,East,Affiliate,1,65.11,65.11,CUST-1063
ORD-100772,2024-04-06,Self-Help Best Seller,Books & Stationery,North,Wholesale,45,13.25,596.25,CUST-1101
ORD-100773,2024-02-15,Hiking Backpack,Sports & Outdoors,East,In-Store,1,90.42,90.42,CUST-1158
ORD-100774,2024-10-07,Ergonomic Chair,Home & Kitchen,East,Online,3,209.41,628.23,CUST-1068
ORD-100775,2026-02-15,Dumbbells,Sports & Outdoors,South,Online,1,58.2,58.2,CUST-1084
ORD-100776,2024-02-18,Wireless Headphones,Electronics,South,Wholesale,35,118.62,4151.7,CUST-1345
ORD-100777,2024-08-17,Casual T-Shirt,Fashion,East,Online,1,21.24,21.24,CUST-1258
ORD-100778,2024-07-26,Cookware Set,Home & Kitchen,East,Wholesale,52,131.55,6840.6,CUST-1173
ORD-100779,2026-02-14,Bluetooth Speaker,Electronics,South,Online,4,73.42,293.68,CUST-1340
ORD-100780,2024-09-20,Winter Coat,Fashion,North,In-Store,2,151.89,303.78,CUST-1093
ORD-100781,2025-05-16,Fitness Tracker,Sports & Outdoors,North,Online,2,55.67,111.34,CUST-1231
ORD-100782,2024-04-02,Dumbbells,Sports & Outdoors,North,Online,1,40.06,40.06,CUST-1090
ORD-100783,2025-06-24,Air Fryer,Home & Kitchen,West,In-Store,2,108.76,217.52,CUST-1041
ORD-100784,2025-10-08,Wireless Headphones,Electronics,South,In-Store,4,143.87,575.48,CUST-1128
ORD-100785,2025-08-21,Yoga Mat,Sports & Outdoors,East,In-Store,1,26.57,26.57,CUST-1052
ORD-100786,2025-07-31,Leather Jacket,Fashion,North,Online,5,152.8,764.0,CUST-1211
ORD-100787,2025-07-30,Air Fryer,Home & Kitchen,North,In-Store,1,90.98,90.98,CUST-1045
ORD-100788,2026-04-02,Desk Organizer,Books & Stationery,North,Online,1,25.47,25.47,CUST-1034
ORD-100789,2025-06-19,Air Fryer,Home & Kitchen,East,Online,2,97.59,195.18,CUST-1266
ORD-100790,2025-12-05,Robotic Vacuum,Home & Kitchen,East,Online,1,272.39,272.39,CUST-1102
ORD-100791,2024-10-23,Blender,Home & Kitchen,North,Wholesale,51,46.89,2391.39,CUST-1175
ORD-100792,2025-08-13,Fitness Tracker,Sports & Outdoors,West,Online,2,63.58,127.16,CUST-1187
ORD-100793,2024-02-25,Desk Organizer,Books & Stationery,North,In-Store,2,26.43,52.86,CUST-1324
ORD-100794,2025-10-01,Cookware Set,Home & Kitchen,North,In-Store,1,127.88,127.88,CUST-1179
ORD-100795,2024-06-29,Laptop,Electronics,North,Online,1,953.72,953.72,CUST-1046
ORD-100796,2024-02-08,Casual T-Shirt,Fashion,West,In-Store,3,24.3,72.9,CUST-1048
ORD-100797,2024-04-10,Fountain Pen,Books & Stationery,South,In-Store,1,43.7,43.7,CUST-1001
ORD-100798,2026-01-24,Cookware Set,Home & Kitchen,West,In-Store,2,152.67,305.34,CUST-1246
ORD-100799,2024-01-12,Laptop,Electronics,South,Affiliate,5,993.61,4968.05,CUST-1361
ORD-100800,2025-10-10,Fitness Tracker,Sports & Outdoors,South,Affiliate,2,76.26,152.52,CUST-1142
ORD-100801,2024-06-05,Makeup Kit,Beauty & Personal Care,North,Online,4,58.53,234.12,CUST-1074
ORD-100802,2025-09-17,Self-Help Best Seller,Books & Stationery,North,In-Store,4,15.85,63.4,CUST-1019
ORD-100803,2025-07-23,Smartwatch,Electronics,East,In-Store,5,203.83,1019.15,CUST-1292
ORD-100804,2025-06-03,Water Bottle,Sports & Outdoors,East,Online,1,16.35,16.35,CUST-1288
ORD-100805,2025-09-29,Sunglasses,Fashion,South,Online,1,73.44,73.44,CUST-1385
ORD-100806,2024-03-02,Yoga Mat,Sports & Outdoors,East,Affiliate,3,35.62,106.86,CUST-1392
ORD-100807,2025-10-03,Smartphone,Electronics,West,In-Store,1,712.03,712.03,CUST-1332
ORD-100808,2025-09-13,Sunglasses,Fashion,West,Online,1,68.32,68.32,CUST-1285
ORD-100809,2024-03-11,Fountain Pen,Books & Stationery,South,In-Store,4,49.91,199.64,CUST-1197
ORD-100810,2026-03-21,Laptop,Electronics,West,In-Store,2,981.35,1962.7,CUST-1145
ORD-100811,2025-08-19,Dumbbells,Sports & Outdoors,North,Online,1,51.08,51.08,CUST-1254
ORD-100812,2025-01-15,Designer Jeans,Fashion,East,Wholesale,39,84.29,3287.31,CUST-1274
ORD-100813,2026-02-11,Blender,Home & Kitchen,South,Online,2,50.39,100.78,CUST-1169
ORD-100814,2025-02-16,Smart TV,Electronics,East,Online,5,622.12,3110.6,CUST-1134
ORD-100815,2025-06-21,Hair Dryer,Beauty & Personal Care,North,In-Store,2,68.83,137.66,CUST-1268
ORD-100816,2025-02-15,Wireless Headphones,Electronics,North,In-Store,1,144.01,144.01,CUST-1038
ORD-100817,2025-10-27,Smartwatch,Electronics,South,Wholesale,52,182.36,9482.72,CUST-1105
ORD-100818,2024-08-03,Smartphone,Electronics,East,Online,1,719.22,719.22,CUST-1149
ORD-100819,2025-10-13,Ergonomic Chair,Home & Kitchen,East,Online,1,207.14,207.14,CUST-1088
ORD-100820,2025-10-14,Casual T-Shirt,Fashion,North,Online,2,23.01,46.02,CUST-1268
ORD-100821,2024-08-13,Running Shoes,Fashion,East,Online,4,105.51,422.04,CUST-1246
ORD-100822,2025-03-07,Blender,Home & Kitchen,North,Online,2,58.59,117.18,CUST-1138
ORD-100823,2024-05-08,Robotic Vacuum,Home & Kitchen,South,Online,2,280.71,561.42,CUST-1292
ORD-100824,2024-06-21,Ergonomic Chair,Home & Kitchen,East,Wholesale,43,184.13,7917.59,CUST-1142
ORD-100825,2026-04-07,Wireless Headphones,Electronics,North,Affiliate,1,137.31,137.31,CUST-1257
ORD-100826,2025-10-25,Fountain Pen,Books & Stationery,North,Online,3,38.15,114.45,CUST-1280
ORD-100827,2024-10-30,Ergonomic Chair,Home & Kitchen,North,In-Store,1,195.44,195.44,CUST-1320
ORD-100828,2025-01-13,Desk Organizer,Books & Stationery,North,In-Store,2,29.83,59.66,CUST-1243
ORD-100829,2024-09-04,Sci-Fi Novel,Books & Stationery,East,Online,2,14.72,29.44,CUST-1215
ORD-100830,2025-11-03,Sci-Fi Novel,Books & Stationery,West,Online,1,18.89,18.89,CUST-1129
ORD-100831,2025-09-08,Casual T-Shirt,Fashion,North,Affiliate,4,28.22,112.88,CUST-1019
ORD-100832,2024-09-11,Camping Tent,Sports & Outdoors,North,In-Store,2,137.52,275.04,CUST-1322
ORD-100833,2026-01-06,Perfume,Beauty & Personal Care,West,Online,5,66.38,331.9,CUST-1331
ORD-100834,2025-08-28,Sci-Fi Novel,Books & Stationery,South,Wholesale,34,11.2,380.8,CUST-1068
ORD-100835,2024-06-09,Sunglasses,Fashion,South,Online,1,66.38,66.38,CUST-1038
ORD-100836,2025-08-23,Desk Organizer,Books & Stationery,South,Online,2,26.28,52.56,CUST-1187
ORD-100837,2025-06-10,Yoga Mat,Sports & Outdoors,South,Online,3,34.58,103.74,CUST-1304
ORD-100838,2024-03-30,Makeup Kit,Beauty & Personal Care,East,Online,3,51.77,155.31,CUST-1150
ORD-100839,2026-01-26,Smart TV,Electronics,North,Online,1,640.72,640.72,CUST-1185
ORD-100840,2025-02-01,Fountain Pen,Books & Stationery,West,Online,2,45.93,91.86,CUST-1237
ORD-100841,2025-06-13,Smart TV,Electronics,South,In-Store,1,646.72,646.72,CUST-1119
ORD-100842,2025-09-04,Smartphone,Electronics,West,Affiliate,1,797.82,797.82,CUST-1217
ORD-100843,2025-03-20,Wireless Headphones,Electronics,West,Online,1,140.87,140.87,CUST-1020
ORD-100844,2025-11-20,Smart TV,Electronics,East,In-Store,1,624.87,624.87,CUST-1091
ORD-100845,2025-03-12,Robotic Vacuum,Home & Kitchen,North,In-Store,4,288.78,1155.12,CUST-1300
ORD-100846,2024-08-13,Hair Dryer,Beauty & Personal Care,South,Wholesale,45,63.36,2851.2,CUST-1314
ORD-100847,2026-03-07,Smartwatch,Electronics,West,Online,1,224.64,224.64,CUST-1190
ORD-100848,2024-07-05,Camping Tent,Sports & Outdoors,North,In-Store,2,137.62,275.24,CUST-1319
ORD-100849,2026-04-19,Winter Coat,Fashion,North,Online,1,132.59,132.59,CUST-1266
ORD-100850,2024-04-09,Fountain Pen,Books & Stationery,East,In-Store,1,33.02,33.02,CUST-1028
